,Name,x,y,z,vx,vy,vz,En,Lz,Lperp,alpha,delta,met,age,age_error,apo,peri,zmax,circ
91,b'NGC6569',10.829822870389545,0.07097968852349382,-1.2328416280304015,-45.38494938796443,-432.1522229995495,17.62189600801787,-209870.66499133172,491.7423266413543,231.06229964414172,273.41200000000003,-31.826999999999998,-0.72,,,3.2863283157348633,2.370795249938965,1.3546028137207031,0.8118117333233852
92,b'NGC6584',12.330847642939725,-3.992670148435526,-3.776080175578865,58.20850698055229,-465.447724268093,-245.8794547218589,-132473.62816297205,637.0493995390264,733.4951105979354,274.657,-52.216,-1.5,11.75,0.25,21.187480926513672,1.935599684715271,14.813515663146973,0.21407299728410453
93,b'NGC6624',7.819707022209776,0.36635937805842766,-1.0620559744720495,48.59508614631172,-227.4263969449922,-127.53608115896765,-246690.69223735228,28.26394980687873,112.24665614123097,275.91900000000004,-30.361,-0.42,11.25,0.5,1.4193754196166992,0.48431241512298584,1.3672397136688232,0.14020584968666408
94,b'NGC6626',5.42,0.74,-0.53,35.9,-205.8,-96.8,-224625.38789132345,141.64319999999998,277.67785788470775,276.1349,-24.843,-1.46,,,2.953890562057495,0.5548321604728699,1.723052978515625,0.3358569284007526
95,b'NGC6637',8.65,0.26,-1.57,63.8,-308.0,76.9,-235977.26271359043,48.16600000000007,174.03158485139994,277.8342,-32.3565,-0.59,11.0,0.38,1.825335144996643,0.8059537410736084,1.7564411163330078,0.16736499182780093
96,b'NGC6638',9.244548330766218,1.2644987365794573,-1.1398987259035256,49.021250511322165,-208.6570124160335,16.837277357937765,-238819.7781071251,38.855095028636626,117.56710116897311,277.73400000000004,-25.497,-0.99,,,2.047396421432495,0.18854989111423492,1.4839718341827393,0.14611116786541603
97,b'NGC6642',7.936595195098644,1.3574485474802986,-0.8819241180967524,-15.822931216043388,-141.91346247965424,-57.73787373274509,-242410.950370694,20.54216553271039,23.55260216179355,277.975,-23.475,-1.19,,,2.041032075881958,0.07933241128921509,1.0286427736282349,0.08410225299629737
98,b'NGC6652',9.806851643174332,0.24466056001701597,-1.9405674580238328,-72.87003907618795,-292.56778745436293,170.46278780890603,-211370.46590948236,62.54289232936983,173.15712937300987,278.94,-32.991,-0.76,11.25,0.25,3.863969564437866,0.4457670748233795,2.6114096641540527,0.1073876276136956
99,b'NGC6656',3.13,0.55,-0.421,-163.3,-38.2,-150.0,-163350.53940835694,960.9127999999998,659.7176410042446,279.1048,-23.9102,-1.7,12.5,0.5,10.420971870422363,3.0318686962127686,4.207362651824951,0.5793568422974126
100,b'NGC6681',8.78,0.437,-1.95,193.1,-149.6,-181.3,-195614.68892015822,34.34419999999999,316.42043355545553,280.802,-32.2892,-1.62,12.75,0.38,5.401373863220215,0.30398234724998474,5.089393615722656,0.04066224292368431
101,b'NGC6712',6.22486812317216,2.9347635921166946,-0.4981761811863673,-73.78090473828522,-122.3637449679696,-153.83125212590966,-202240.2673187313,56.76803919530832,450.7982535870628,283.268,-8.706,-1.02,,,5.076436996459961,0.19608841836452484,3.2760770320892334,0.07841685606931634
102,b'NGC6715',25.60562440145741,2.4655046696661387,-6.36579026793559,224.05768015909024,-274.309500426073,202.62613028241884,-89583.58610902166,1103.160788895783,5160.299506150901,283.764,-30.48,-1.9,13.0,0.5,47.78374099731445,15.168747901916504,46.39139175415039,
103,b'NGC6717',6.8038359473620895,1.541377869880366,-1.3198373625664948,69.40281908815196,-184.3353330277209,19.847136576996228,-228486.89162748546,207.72200641740164,138.85717811747986,283.775,-22.701,-1.26,12.5,0.5,2.485029935836792,0.9479973316192627,1.3519238233566284,0.5514940228423382
104,b'NGC6723',8.314862268624717,-0.004610953662966922,-2.5598914416254703,-112.5535827335578,-78.497131683856,-44.62126392375048,-207802.2744630414,-18.56980409423371,499.86036249450063,284.888,-36.632,-1.1,12.5,0.25,3.4592254161834717,1.6887959241867065,3.4548227787017822,-0.029514897250880277
105,b'NGC6749',6.379884364561316,4.650575574078475,-0.28146460631971143,97.95974072669729,-234.08621364972169,-5.378328838458293,-201558.18052764027,525.6716316339554,29.638141690520925,286.314,1.901,-1.62,,,5.065760135650635,1.6702189445495605,0.5248714685440063,0.7028884458762906
106,b'NGC6752',3.31,-1.44,-1.73,-38.3,-77.3,52.7,-185711.56254214866,855.5045999999998,395.90565316434925,287.7175,-59.9833,-1.55,12.5,0.25,5.602607727050781,3.598816394805908,2.1148273944854736,0.8212699803084186
107,b'NGC6760',5.974334815106149,4.339550232782232,-0.4854145590835354,73.15740991955289,-105.88621882254712,-21.81991511427901,-195079.6552702582,673.5684567951026,73.43287559806345,287.8,1.03,-0.4,,,5.538240909576416,2.2357587814331055,0.544822633266449,0.797479755415285
